index,word,solution_count
31117,флексатон,111
31118,флексор,20
31119,флексура,42
31120,флектирование,355
31121,флер,1
31122,флердоранж,54
31123,флерница,24
31124,флеш,1
31125,флибустьер,76
31126,флибустьерство,235
31127,флик,3
31128,флинтглас,42
31129,флирт,6
31130,флогопит,23
31131,флокен,11
31132,флокс,5
31133,флора,5
31134,флорентиец,71
31135,флорентийка,242
31136,флорин,6
31137,флот,3
31138,флотарий,45
31139,флотация,24
31140,флотилия,14
31141,флотирование,162
31142,флотируемость,200
31143,флоэма,4
31144,флуоресценция,62
31145,флуороскоп,48
31146,флюгарка,27
31147,флюгельгорн,29
31148,флюгерство,63
31149,флюид,2
31150,флюоресценция,57
31151,флюорит,21
31152,флюороскоп,33
31153,флюсование,64
31154,флюсовка,30
31155,флютбет,5
31156,фляга,3
31157,флягомойка,30
31158,флягопропариватель,456
31159,фляжка,5
31160,фобия,0
31161,фогт,1
31162,фогтство,6
31163,фокстерьер,49
31164,фокстрот,33
31165,фокусирование,198
31166,фол,0
31167,фолиант,32
31168,фолишон,9
31169,фолликул,7
31170,фольга,3
31171,фольговщик,18
31172,фольклор,7
31173,фольклорист,102
31174,фольклористика,239
31175,фольклористка,225
31176,фольклорность,79
31177,фонарь,2
31178,фонастения,77
31179,фонация,3
31180,фонема,5
31181,фонендоскоп,34
31182,фонетика,44
31183,фонетист,33
31184,фонетистка,130
31185,фоника,7
31186,фонограмма,45
31187,фонограф,14
31188,фонографирование,99
31189,фонография,33
31190,фонология,10
31191,фонометр,26
31192,фоноскоп,10
31193,фонотека,21
31194,фонтан,6
31195,фонтанирование,136
31196,форвакуум,34
31197,форвард,12
31198,форд,0
31199,фордевинд,27
31200,фордек,12
31201,фордизм,12
31202,форейтор,14
31203,форель,6
31204,форестьера,45
31205,форзац,2
31206,форинт,14
31207,формалин,37
31208,формальдегид,115
31209,формант,29
31210,форманта,46
31211,формат,16
31212,формирование,58
31213,формировщик,17
31214,формование,52
31215,формовочная,26
31216,формовщик,14
31217,формовщица,18
31218,формотворчество,79
31219,формула,18
31220,формулирование,139
31221,формулировка,100
31222,формуляр,11
31223,форпик,3
31224,форпост,27
31225,форсирование,62
31226,форсированность,157
31227,форстерит,44
31228,форсунка,47
31229,форсунщик,33
31230,форт,4
31231,фортификатор,54
31232,фортификация,45
31233,форточка,29
31234,фортуна,33
31235,форум,4
31236,форшмак,22
31237,форштевень,42
31238,фосген,9
31239,фосфат,5
31240,фосфатирование,227
31241,фосфид,1
31242,фосфор,2
31243,фосфоресценция,31
31244,фосфоресцирование,112
31245,фосфорит,27
31246,фосфоритование,192
31247,фосфоричность,58
31248,фосфоробактерин,391
31249,фот,0
31250,фотарий,19
31251,фотиния,9
31252,фотоаппарат,37
31253,фотоаппаратура,66
31254,фотобумага,24
31255,фотовспышка,62
31256,фотогелиограф,89
31257,фотогеничность,78
31258,фотогравирование,221
31259,фотогравюра,58
31260,фотограмметрия,126
31261,фотограф,19
31262,фотографирование,216
31263,фотография,40
31264,фотокамера,89
31265,фотокерамика,136
31266,фотокопия,17
31267,фотокорреспондент,244
31268,фотолаборатория,94
31269,фотолампа,32
31270,фотолиз,11
31271,фотолитография,86
31272,фотолюбитель,42
31273,фотолюминесценция,180
31274,фотомагазин,74
31275,фотоматериал,125
31276,фотометр,20
31277,фотометрия,35
31278,фотомеханика,117
31279,фотомонтаж,16
31280,фотон,1
31281,фотонабор,34
31282,фотообъектив,23
31283,фотопередатчик,225
31284,фотопериодизм,96
31285,фотопластинка,307
31286,фотопленка,111
31287,фотопортрет,23
31288,фотопулемет,41
31289,фотореактив,98
31290,фоторепортаж,43
31291,фоторепортер,26
31292,фотосинтез,48
31293,фотоснимок,51
31294,фотостат,7
31295,фотосфера,39
31296,фотосъемка,54
31297,фототаксис,43
31298,фототека,13
31299,фототелеграмма,135
31300,фототелеграф,57
31301,фототелеграфия,125
31302,фототерапия,54
31303,фототипия,6
31304,фототок,4
31305,фототропизм,47
31306,фотоувеличитель,47
31307,фотофиниш,12
31308,фотофобия,5
31309,фотохимия,10
31310,фотохромизм,32
31311,фотохромия,26
31312,фотохроника,95
31313,фотоэкспонометр,208
31314,фотоэлемент,31
31315,фотоэтюд,4
31316,фотоэффект,8
31317,фрагмент,35
31318,фрагментарность,302
31319,фраза,3
31320,фразеологизм,100
31321,фразеологичность,502
31322,фразеология,60
31323,фразер,3
31324,фразерка,19
31325,фразерство,86
31326,фразировка,36
31327,фрак,3
31328,фракиец,11
31329,фракийка,20
31330,фракционер,54
31331,фракционирование,170
31332,фракционность,208
31333,фрамуга,15
31334,франкмасон,84
31335,франкмасонка,102
31336,франкмасонство,290
31337,франт,6
31338,франтовство,73
31339,французоман,45
31340,французомания,103
31341,фратрия,8
31342,фрахт,2
31343,фрахтование,125
31344,фрахтователь,120
31345,фрахтовка,68
31346,фрахтовщик,67
31347,фреза,2
31348,фрезерование,65
31349,фрезеровка,37
31350,фрезеровщик,25
31351,фрезеровщица,31
31352,фрейдизм,9
31353,фрейдист,21
31354,фрейлина,27
31355,френолог,18
31356,френология,50
31357,френч,2
31358,фреска,14
31359,фривольность,89
31360,фригидность,78
31361,фригиец,3
31362,фригийка,14
31363,фрикадель,57
31364,фрикаделька,88
31365,фрикцион,9
31366,фристайл,32
31367,фритредер,7
31368,фритредерство,102
31369,фритюр,4
31370,фритюрница,25
31371,фрондерка,56
31372,фрондерство,83
31373,фрондирование,75
31374,фронт,6
31375,фронтальность,91
31376,фронтит,18
31377,фронтовик,47
31378,фронтон,9
31379,фруктоза,49
31380,фтизиатр,8
31381,фтизиатрия,12
31382,фтор,4
31383,фуга,0
31384,фуганок,11
31385,фугас,2
31386,фугетта,9
31387,фугование,24
31388,фуговка,3
31389,фуговщик,4
31390,фужер,1
31391,фузариоз,5
31392,фузариум,14
31393,фузилер,6
31394,фуксин,6
31395,фуксия,7
31396,фукус,3
31397,фульгурит,19
31398,фумигация,12
31399,фундамент,22
31400,фундаментализм,168
31401,фундаменталист,203
31402,фундаментальность,294
31403,фундук,1
31404,фуникулер,22
31405,функционализм,149
31406,функционалист,241
31407,функциональность,295
31408,функционер,30
31409,функционирование,151
31410,фура,1
31411,фураж,3
31412,фуражир,5
31413,фуражка,18
31414,фургон,4
31415,фургонщик,21
31416,фурма,4
31417,фурнитура,34
31418,фурор,0
31419,фурункул,1
31420,фурункулез,15
31421,фурфурол,3
31422,фурьеризм,9
31423,фурьерист,22
31424,фут,1
31425,футбол,9
31426,футболист,26
31427,футболистка,131
31428,футболка,40
31429,футер,5
31430,футерование,109
31431,футеровка,78
31432,футеровщик,47
31433,футляр,5
31434,футор,9
31435,футуризм,11
31436,футурист,10
31437,футуристка,67
31438,футуролог,25
31439,футурология,52
31440,футшток,10
31441,фуфайка,1
31442,фыркание,24
31443,фьорд,1
31444,фюзеляж,4
31445,фюрер,2
31446,хабанера,12
31447,хабитус,12
31448,хавбек,4
31449,хавтайм,5
31450,хадж,2
31451,хадис,3
31452,хазават,3
31453,хазар,1
31454,хазарин,9
31455,хазарка,10
31456,хакас,0
31457,хакаска,2
31458,хакер,7
31459,хала,0
31460,халат,3
31461,халатность,38
31462,халва,2
31463,халвичник,25
31464,халдейка,15
31465,халиф,6
31466,халифат,19
31467,халцедон,15
31468,хамелеонство,129
31469,хамит,1
31470,хамитка,7
31471,хамка,1
31472,хамса,1
31473,хамсин,6
31474,хан,1
31475,хандра,7
31476,ханжество,48
31477,ханство,17
31478,хантыец,6
31479,хантыйка,12
31480,ханшин,4
31481,хаотичность,37
31482,характеристика,144
31483,характеристичность,598
31484,характерное,101
31485,характерность,243
31486,харизма,12
31487,хариус,6
31488,харчевня,21
31489,харя,1
31490,хасид,3
31491,хасидизм,13
31492,хата,0
31493,хвалебность,131
31494,хваление,16
31495,хвастание,43
31496,хвастливость,60
31497,хвастовство,15
31498,хватание,20
31499,хватка,3
31500,хворостина,97
31501,хвост,1
31502,хвостовик,29
31503,хвостовка,22
31504,хвощ,0
31505,хвоя,0
31506,хедив,1
31507,хер,1
31508,хердель,7
31509,херес,2
31510,хертель,6
31511,херувим,6
31512,херувимская,104
31513,хетт,0
31514,хеттеянка,14
31515,хиазма,3
31516,хиатус,6
31517,хижина,3
31518,хилость,13
31519,химеричность,101
31520,химерность,88
31521,химизатор,39
31522,химизация,5
31523,химизм,1
31524,химик,0
31525,химикат,6
31526,химиотерапия,99
31527,химия,0
31528,химкомбинат,74
31529,химснаряд,37
31530,химчистка,25
31531,хина,2
31532,хиндустанец,72
31533,хиндустанка,83
31534,хинин,0
31535,хиромант,57
31536,хиромантия,81
31537,хиромантка,161
31538,хирургия,3
31539,хит,0
31540,хитин,1
31541,хитон,3
31542,хитросплетение,213
31543,хитрость,25
31544,хитроумие,26
31545,хищение,0
31546,хищник,0
31547,хищница,3
31548,хищничество,42
31549,хищность,14
31550,хладнокровие,240
31551,хладнокровность,320
31552,хладноломкость,171
31553,хладобойня,31
31554,хладостойкость,98
31555,хлам,0
31556,хламида,7
31557,хламидомонада,61
31558,хлеб,1
31559,хлебание,13
31560,хлебное,6
31561,хлебозавод,50
31562,хлебозаготовитель,151
31563,хлебокопнитель,161
31564,хлебопашество,108
31565,хлебопашец,16
31566,хлебопек,12
31567,хлебопекарня,158
31568,хлебопечение,32
31569,хлебопромышленник,247
31570,хлеборез,10
31571,хлебороб,10
31572,хлеборобие,15
31573,хлеборобство,74
31574,хлебород,22
31575,хлебородие,34
31576,хлебородность,144
31577,хлебосдатчик,213
31578,хлебосдача,35
31579,хлебосол,7
31580,хлебосольство,68
31581,хлебостой,29
31582,хлеботорговец,73
31583,хлеботорговля,66
31584,хлебоуборка,80
31585,хлебофураж,46
31586,хлев,1
31587,хлестание,39
31588,хлесткость,54
31589,хлопание,24
31590,хлопковод,18
31591,хлопководство,74
31592,хлопкокомбайн,93
31593,хлопкоочистка,184
31594,хлопкороб,19
31595,хлопкосеяние,112
31596,хлопкоуборка,110
31597,хлопотание,67
31598,хлопотливость,54
31599,хлопотность,31
31600,хлопуша,11
31601,хлопчатник,116
31602,хлор,2
31603,хлорат,15
31604,хлоратор,18
31605,хлорацетофенон,99
31606,хлорид,8
31607,хлорирование,64
31608,хлорит,11
31609,хлороз,3
31610,хлоропласт,67
31611,хлорофилл,8
31612,хлороформ,10
31613,хлороформирование,149
31614,хлорпикрин,29
31615,хлупь,1
31616,хлыстовка,46
31617,хлыстовство,15
31618,хлыстовщина,78
31619,хлюпание,17
31620,хлястик,13
31621,хмелевка,13
31622,хмелевод,16
31623,хмелеводство,80
31624,хмурость,32
31625,хна,1
31626,хобот,0
31627,ходатайство,43
31628,ходатайствование,193
31629,ходимость,19
31630,ходулочник,36
31631,ходульность,46
31632,ходуля,8
31633,ходьба,3
31634,хозрасчет,41
31635,хозяин,3
31636,хозяйка,2
31637,хозяйничание,27
31638,хозяйское,4
31639,хозяйственность,94
31640,хозяйство,16
31641,хозяйствование,145
31642,хоккеист,25
31643,хоккеистка,43
31644,хоккей,0
31645,холдинг,13
31646,холение,5
31647,холерик,13
31648,холестерин,90
31649,холецистит,36
31650,холка,3
31651,холл,0
31652,холм,2
31653,холмистость,40
31654,холод,1
31655,холодильник,27
31656,холодненькое,32
31657,холодноватость,92
31658,холодное,8
31659,холодность,29
31660,холодостойкость,50
31661,холодоустойчивость,104
31662,холокост,18
31663,холопка,13
31664,холопство,17
31665,холостяк,24
31666,холощение,9
31667,холст,2
31668,холстина,37
31669,хомутина,36
31670,хомяк,4
31671,хомячок,6
31672,хон,0
31673,хондрилла,44
31674,хондрома,35
31675,хонингование,32
31676,хоппер,4
31677,хор,0
31678,хорал,6
31679,хорват,19
31680,хорватка,55
31681,хордометр,22
31682,хорек,3
31683,хореограф,14
31684,хореография,32
31685,хорея,4
31686,хорист,17
31687,хористка,66
31688,хориямб,8
31689,хоркание,39
31690,хормейстер,42
31691,хоровод,7
31692,хорошее,4
31693,хорошенькое,22
31694,хорт,2
31695,хорь,1
31696,хорьчонок,12
31697,хота,0
31698,хотение,6
31699,хохот,0
31700,хохотание,15
31701,храбрая,7
31702,храбрейшая,18
31703,храбрейший,13
31704,храбрец,4
31705,храбрость,36
31706,храм,1
31707,храмовник,72
31708,храмостроитель,269
31709,хранение,8
31710,хранилище,14
31711,хранитель,45
31712,хранительница,94
31713,храпение,18
31714,хрестоматия,131
31715,хризантема,85
31716,хризоберилл,20
31717,хризолит,15
31718,хризопраз,11
31719,хризотил,15
31720,хрипение,4
31721,хрипловатость,238
31722,хриплость,55
31723,хриповатость,130
31724,хрипота,24
31725,христианизация,84
31726,христианин,31
31727,христианка,101
31728,христианство,127
31729,христосование,204
31730,хрия,0
31731,хромание,38
31732,хроматин,57
31733,хромель,17
31734,хромит,13
31735,хромолитограф,129
31736,хромолитография,171
31737,хромосома,17
31738,хромосфера,33
31739,хромота,19
31740,хроника,23
31741,хроникальность,292
31742,хронография,44
31743,хронологизация,94
31744,хронометр,24
31745,хронометраж,75
31746,хронометражист,293
31747,хронометражистка,689
31748,хронометрист,111
31749,хроноскоп,26
31750,хрупкость,65
31751,хруст,2
31752,хрусталь,25
31753,хрустальность,130
31754,хрустение,30
31755,хрущ,0
31756,хрущак,9
31757,хрюкание,28
31758,хряк,1
31759,хрящевик,14
31760,хрящевина,29
31761,худое,2
31762,художественность,117
31763,художество,38
31764,художник,17
31765,художница,24
31766,худосочие,11
31767,худощавая,14
31768,худощавость,40
31769,худшая,6
31770,худшее,2
31771,хула,2
31772,хуление,2
31773,хулиган,22
31774,хулиганка,55
31775,хулиганство,138
31776,хулитель,7
31777,хулительница,57
31778,хунвейбин,5
31779,хунвейбинка,40
31780,хунта,8
31781,хурал,6
31782,хурма,6
31783,хутор,6
31784,хуторянин,24
31785,хуторянка,83
31786,цадик,1
31787,цанга,0
31788,цапка,1
31789,цапфа,0
31790,царапание,22
31791,царапина,7
31792,царевич,10
31793,царевна,16
31794,царедворец,22
31795,цареубийство,165
31796,цареубийца,17
31797,царизм,4
31798,царица,1
31799,царственность,161
31800,царство,24
31801,царствование,193
31802,царь,1
31803,цветение,4
31804,цветистость,35
31805,цветное,5
31806,цветовод,7
31807,цветоводство,33
31808,цветоед,2
31809,цветок,6
31810,цветоложе,13
31811,цветомузыка,65
31812,цветоножка,42
31813,цветонос,24
31814,цветочник,31
31815,цветуха,5
31816,цевье,0
31817,цедильщик,11
31818,цедра,5
31819,цеж,0
31820,цежение,2
31821,цезаризм,13
31822,цезарь,5
31823,цезий,0
31824,цезура,4
31825,цейтнот,6
31826,целебность,57
31827,целенаправленность,484
31828,целесообразность,311
31829,целестин,20
31830,целеуказание,79
31831,целеустремленность,204
31832,целибат,12
31833,целина,5
31834,целинник,11
31835,целинница,7
31836,целительность,86
31837,целковый,14
31838,целлофан,9
31839,целлулоид,10
31840,целлюлит,3
31841,целовальница,41
31842,целование,28
31843,целомудренность,243
31844,целомудрие,38
31845,целостат,26
31846,целостность,59
31847,целость,25
31848,цель,1
31849,цельность,40
31850,цемент,1
31851,цементация,20
31852,цементирование,193
31853,цементировка,272
31854,цементит,5
31855,цементник,11
31856,цементовоз,23
31857,цементохранилище,264
31858,цемянка,10
31859,цена,0
31860,ценз,0
31861,цензор,5
31862,цензорство,79
31863,цензура,11
31864,цензурность,66
31865,цензурование,96
31866,ценитель,14
31867,ценительница,35
31868,ценник,1
31869,ценное,2
31870,ценность,18
31871,ценообразование,164
31872,цент,0
31873,центнер,7
31874,централизация,112
31875,централизм,85
31876,централь,29
31877,центральность,156
31878,центрирование,117
31879,центрифуга,93
31880,центрифугирование,321
31881,центричность,81
31882,центрование,99
31883,центровщик,68
31884,центровщица,74
31885,центроплан,91
31886,центросома,106
31887,центурион,27
31888,центурия,17
31889,цеолит,8
31890,цеп,0
31891,цепенение,3
31892,цепень,2
31893,цепкость,33
31894,цепочка,8
31895,цеппелин,7
31896,цепь,1
31897,цербер,1
31898,церемониал,58
31899,церемониальность,452
31900,церемониймейстер,117
31901,церемония,19
31902,церемонность,72
31903,церковное,26
31904,церковнославянизм,726
31905,церковнослужитель,590
31906,церковность,129
31907,церковь,14
31908,цесаревич,24
31909,цесаревна,34
31910,цесарка,14
31911,цехин,0
31912,цианизация,4
31913,цианирование,45
31914,цианоз,4
31915,цивилизация,8
31916,цивилизованность,161
31917,цивилист,4
31918,цивилистика,36
31919,цигейка,1
31920,цикада,2
31921,цикл,2
31922,цикламен,29
31923,циклевание,43
31924,циклевщик,9
31925,циклизация,15
31926,цикличность,69
31927,циклование,70
31928,циклоида,19
31929,циклоп,8
31930,циклотрон,48
31931,цикля,6
31932,цикорий,3
31933,цикута,5
31934,цимбалист,17
31935,цимлянское,66
31936,цинга,0
31937,цинерария,12
31938,циничность,13
31939,цинк,0
31940,цинкит,2
31941,цинкование,43
31942,цинкограф,51
31943,цинкография,75
31944,цинния,0
31945,циновка,17
31946,цинубель,12
31947,циперус,13
31948,циркон,6
31949,цирконий,11
31950,циркорама,27
31951,циркулирование,188
31952,циркуль,8
31953,циркуляр,10
31954,циркуляция,11
31955,цирроз,0
31956,цистит,1
31957,цитадель,15
31958,цитата,1
31959,цитатничество,115
31960,цитация,0
31961,цитирование,73
31962,цитогенетика,72
31963,цитология,11
31964,цитоплазма,56
31965,цитохимия,6
31966,цитра,2
31967,цитрус,6
31968,цитрусовод,45
31969,цитрусоводство,65
31970,циферблат,49
31971,цифра,1
31972,цифрация,6
31973,цокот,2
31974,цокотание,40
31975,цуг,0
31976,цук,0
31977,цукание,11
31978,цукат,3
31979,цыган,0
31980,цыкание,7
31981,цыпленок,18
31982,чабан,1
31983,чабарня,11
31984,чабер,3
31985,чабрец,4
31986,чавкание,20
31987,чавыча,0
31988,чага,0
31989,чад,1
31990,чадра,5
31991,чаевод,6
31992,чаеводство,40
31993,чаепитие,1
31994,чаеторговля,73
31995,чаинка,6
31996,чайная,1
31997,чайник,7
31998,чайница,3
31999,чайхана,3
32000,чайханщик,14
32001,чакан,2
32002,чаканка,4
32003,чакона,7
32004,чал,0
32005,чалая,2
32006,чалдар,8
32007,чалма,2
32008,чалмоносец,45
32009,чальщик,9
32010,чан,0
32011,чановщик,22
32012,чардаш,7
32013,чарка,8
32014,чарльстон,51
32015,чаровница,27
32016,чародей,13
32017,чародейка,50
32018,чародейство,104
32019,чартер,4
32020,чартизм,11
32021,чартист,13
32022,час,0
32023,часовник,42
32024,часовня,10
32025,часовщик,16
32026,часослов,10
32027,частичность,30
32028,частник,22
32029,частность,18
32030,частокол,35
32031,частота,5
32032,частотность,26
32033,частуха,7
32034,частушечник,116
32035,частушечница,79
32036,частушка,23
32037,часть,1
32038,чаус,2
32039,чауш,0
32040,чахлость,17
32041,чачван,1
32042,чаша,0
32043,чашелистик,69
32044,чаща,0
32045,чащоба,1
32046,чванливость,82
32047,чванство,12
32048,чебурек,8
32049,чебуречная,18
32050,чек,0
32051,чека,1
32052,чеканность,83
32053,чеканчик,10
32054,чеканщик,10
32055,чекист,12
32056,чекистка,33
32057,чекодатель,56
32058,челеста,11
32059,челка,6
32060,челн,2
32061,челобитная,64
32062,человек,10
32063,человеколюбец,29
32064,человеколюбие,34
32065,человеконенавистник,637
32066,человеконенавистничество,736
32067,человекоубийство,200
32068,человечество,30
32069,человечность,73
32070,челюсть,10
32071,челядь,5
32072,чемарка,24
32073,чембур,6
32074,чемер,2
32075,чемерика,16
32076,чемерица,8
32077,чемерка,15
32078,чемодан,19
32079,чемпион,6
32080,чемпионат,49
32081,чемпионка,54
32082,чепан,3
32083,чепец,1
32084,чепрачник,48
32085,черва,7
32086,червец,5
32087,червивость,44
32088,червление,17
32089,червобоина,47
32090,червобой,11
32091,червовод,9
32092,червоводня,28
32093,червоводство,50
32094,червонец,13
32095,червоточина,66
32096,чердак,16
32097,череззерница,22
32098,черемуха,13
32099,черемша,7
32100,черенкование,108
32101,черенщик,6
32102,черепаха,10
32103,черепашина,36
32104,черепица,9
32105,черепичник,15
32106,чересполосица,97
32107,чересполосность,177
32108,чересседельник,72
32109,черешня,4
32110,черкание,25
32111,черкес,2
32112,черкеска,15
32113,черкешенка,20
32114,чернавка,45
32115,черника,22
32116,чернильница,29
32117,черничник,6
32118,чернобровая,37
32119,чернобыльник,76
32120,черновик,30
32121,черноволосая,84
32122,черноглазая,74
32123,черноголовая,78
32124,черноголовник,113
32125,черногорец,11
32126,черногорка,54
32127,черное,2
32128,чернозем,13
32129,чернозобик,50
32130,чернозубая,47
32131,черноклен,22
32132,чернокорень,19
32133,чернокрылая,63
32134,чернокудрая,92
32135,чернолесье,29
32136,черноликая,91
32137,чернолицая,39
32138,чернолоз,14
32139,черноморец,12
32140,черноногая,28
32141,черноокая,32
32142,чернорабочая,27
32143,чернорубашечник,175
32144,чернорясная,27
32145,чернослив,44
32146,черносмородиновая,233
32147,черносотенец,46
32148,черносотенник,130
32149,черносотенство,88
32150,чернота,19
32151,чернотал,39
32152,чернотелка,109
32153,чернотроп,22
32154,черноуска,80
32155,черпание,17
32156,черствение,44
32157,черствость,47
32158,черта,3
32159,чертеж,1
32160,чертежная,21
32161,чертежник,20
32162,чертежница,47
32163,чертилка,51
32164,чертовка,56
32165,чертовщина,70
32166,чертополох,30
32167,черчение,2
32168,чесалка,16
32169,чесальня,18
32170,чесальщик,31
32171,чесальщица,14
32172,чесанец,6
32173,чесание,7
32174,чеснок,9
32175,чесночник,17
32176,чествование,75
32177,честер,3
32178,честность,24
32179,честолюбец,27
32180,честолюбие,28
32181,чесуча,3
32182,чета,0
32183,четверг,6
32184,четверка,36
32185,четвероклассник,756
32186,четвероклассница,1005
32187,четверокурсник,282
32188,четверокурсница,662
32189,четвероногое,39
32190,четверостишие,72
32191,четверохолмие,72
32192,четвертак,44
32193,четвертина,58
32194,четвертование,105
32195,четверть,8
32196,четвертьфинал,156
32197,четкость,27
32198,четность,22
32199,четырехголосие,82
32200,четырехклассник,302
32201,четырехклассница,447
32202,четырехлетие,15
32203,четырехлеток,47
32204,четырехполье,49
32205,четырехсотлетие,84
32206,четырехугольник,256
32207,четырнадцатилетие,166
32208,чех,0
32209,чехарда,10
32210,чехол,1
32211,чехонь,3
32212,чеченец,0
32213,чеченка,4
32214,чечет,0
32215,чешка,2
32216,чешуйчатость,42
32217,чешуя,1
32218,чибис,2
32219,чивикание,17
32220,чигирь,0
32221,чизелевание,38
32222,чизель,2
32223,чий,0
32224,чилибуха,13
32225,чилига,6
32226,чиликание,28
32227,чилим,1
32228,чиляга,6
32229,чина,1
32230,чинар,3
32231,чинара,8
32232,чинка,4
32233,чинность,12
32234,чиновничество,39
32235,чинолюбие,14
32236,чинопочитание,38
32237,чиренок,12
32238,чирикание,25
32239,чиркание,24
32240,чирус,2
32241,чируха,2
32242,численность,67
32243,числитель,14
32244,числительное,76
32245,чистец,6
32246,чистик,5
32247,чистилище,9
32248,чистильщик,15
32249,чистильщица,17
32250,чистка,10
32251,чистокровность,140
32252,чистоплотность,68
32253,чистополье,58
32254,чистопородность,114
32255,чистопсовость,24
32256,чистосердечие,40
32257,чистосердечность,142
32258,чистосортность,47
32259,чистота,8
32260,чистотел,27
32261,читаемое,11
32262,читаемость,54
32263,читальня,14
32264,читатель,11
32265,читательница,49
32266,чихание,7
32267,чихирь,0
32268,членение,5
32269,членик,11
32270,членистость,79
32271,членкор,17
32272,членовредитель,143
32273,членовредительница,444
32274,членовредительство,416
32275,членораздельность,305
32276,членство,37
32277,чмокание,29
32278,чоглок,1
32279,чомга,4
32280,чопорность,39
32281,чреватость,78
32282,чревовещание,50
32283,чревовещатель,69
32284,чревовещательница,319
32285,чревосечение,40
32286,чревоугодие,25
32287,чревоугодник,117
32288,чревоугодница,172
32289,чревоугодничество,265
32290,чрезвычайность,194
32291,чрезмерность,81
32292,чтение,1
32293,чтец,0
32294,чтица,0
32295,чуб,0
32296,чубушник,8
32297,чуваш,1
32298,чувашка,5
32299,чувственность,56
32300,чувствительность,157
32301,чувство,2
32302,чувствование,84
32303,чувяк,1
32304,чувячник,6
32305,чугун,0
32306,чугунолитейщик,116
32307,чугуноплавильщик,227
32308,чудак,3
32309,чудачество,43
32310,чудачка,6
32311,чудесное,9
32312,чудесность,40
32313,чудовище,2
32314,чудовищность,52
32315,чудодейственность,131
32316,чудодействие,48
32317,чудотворец,26
32318,чудь,0
32319,чужая,0
32320,чужбина,8
32321,чуждость,11
32322,чужое,0
32323,чукчанка,10
32324,чулан,7
32325,чулюкание,48
32326,чумазая,4
32327,чунька,5
32328,чуня,0
32329,чурек,3
32330,чуткость,15
32331,чуфыкание,16
32332,чуфыркание,51
32333,чуфыскание,39
32334,чучельник,24
32335,шабат,1
32336,шабер,3
32337,шаблонизация,45
32338,шаблонизирование,231
32339,шаблонность,55
32340,шаблонщик,45
32341,шабот,1
32342,шабрение,13
32343,шаг,0
32344,шагистика,20
32345,шагомер,21
32346,шагренирование,110
32347,шагрень,14
32348,шайба,0
32349,шайтан,2
32350,шакаленок,34
32351,шала,0
32352,шаланда,3
32353,шаландщик,28
32354,шалаш,1
32355,шалевка,16
32356,шаловливость,53
32357,шалость,11
32358,шалун,4
32359,шалунья,9
32360,шалфей,6
32361,шаман,0
32362,шаманизм,11
32363,шаманист,18
32364,шаманка,4
32365,шаманство,41
32366,шамбертен,37
32367,шамберьер,10
32368,шамот,4
32369,шампанизация,29
32370,шампанист,32
32371,шампанское,75
32372,шампань,3
32373,шампиньон,16
32374,шампунь,5
32375,шампур,8
32376,шанец,3
32377,шанкр,5
32378,шанс,1
32379,шансон,9
32380,шантаж,2
32381,шантажист,14
32382,шантажистка,41
32383,шантан,1
32384,шанц,0
32385,шапка,2
32386,шарада,3
32387,шарж,2
32388,шаржирование,59
32389,шариат,6
32390,шарикоподшипник,129
32391,шаркание,38
32392,шарлатан,14
32393,шарлатанизм,73
32394,шарлатанка,47
32395,шарлатанство,106
32396,шарлах,4
32397,шарлот,10
32398,шарлотка,49
32399,шарм,2
32400,шарманка,26
32401,шарманщик,43
32402,шарманщица,14
32403,шарнир,3
32404,шаровидность,145
32405,шаровка,20
32406,шарообразность,126
32407,шаропилот,50
32408,шарошка,11
32409,шартрез,4
32410,шасла,1
32411,шасталка,11
32412,шатание,8
32413,шатен,3
32414,шатенка,15
32415,шатерщик,24
32416,шаткость,15
32417,шафер,4
32418,шаферство,73
32419,шахиншах,4
32420,шахиншахиня,8
32421,шахиня,4
32422,шахматист,17
32423,шахматистка,44
32424,шахтер,4
32425,шахтовладелец,59
32426,шашист,2
32427,шашистка,13
32428,шашлык,3
32429,шашлычная,8
32430,шашлычник,22
32431,шваб,0
32432,швабка,1
32433,швабра,7
32434,шванк,1
32435,швартов,17
32436,швартование,95
32437,швартовка,58
32438,швед,0
32439,швейцарец,11
32440,швейцарка,29
32441,швейцарская,62
32442,швеллер,5
32443,шверт,2
32444,швертбот,12
32445,швея,1
32446,швыряние,8
32447,шебека,2
32448,шевеление,4
32449,шевелюра,17
32450,шевиот,1
32451,шеврет,5
32452,шеврон,9
32453,шедевр,5
32454,шезлонг,5
32455,шейк,0
32456,шейкер,3
32457,шейпинг,3
32458,шейх,0
32459,шелевка,12
32460,шелест,5
32461,шелестение,20
32462,шелк,2
32463,шелковина,79
32464,шелковинка,98
32465,шелковистость,166
32466,шелковица,43
32467,шелковка,28
32468,шелковод,21
32469,шелководство,101
32470,шелкокручение,95
32471,шелкомотальня,164
32472,шелкомотальщик,147
32473,шелкомотальщица,152
32474,шелкомотание,172
32475,шелкопрядение,146
32476,шелкопрядильня,149
32477,шелкопрядильщик,118
32478,шелкопрядильщица,275
32479,шелкоткачество,198
32480,шеллак,6
32481,шеллингианец,33
32482,шеллингианство,221
32483,шелуха,3
32484,шелушение,3
32485,шельтердек,21
32486,шельф,3
32487,шелюга,4
32488,шелюгование,54
